Id,SalePrice
1461,115161.2148
1462,167535.4464
1463,190232.7835
1464,197344.681
1465,178065.3534
1466,177308.1397
1467,167616.3859
1468,173047.4175
1469,179414.6743
1470,122247.9
1471,211737.7496
1472,94244.75242
1473,92635.89474
1474,150774.2228
1475,124203.9213
1476,412199.8787
1477,252808.9184
1478,307095.6568
1479,271400.509
1480,504480.0292
1481,315264.4343
1482,210776.7149
1483,176395.3128
1484,175275.9406
1485,180216.7232
1486,204760.4164
1487,371982.9907
1488,227258.9906
1489,209140.8008
1490,227499.4529
1491,186683.9573
1492,79909.28641
1493,190537.6755
1494,291292.826
1495,284614.28
1496,235486.7438
1497,173164.3647
1498,163624.8748
1499,154227.1808
1500,152997.4844
1501,178520.3937
1502,152124.8046
1503,310117.5715
1504,224422.4151
1505,225336.7383
1506,190484.2081
1507,251475.4657
1508,190445.345
1509,166909.4794
1510,151305.1373
1511,141794.5919
1512,169503.7531
1513,143726.7038
1514,163444.3437
1515,197302.6737
1516,162191.0865
1517,158751.428
1518,136938.4275
1519,237149.1849
1520,139770.7009
1521,139961.417
1522,167932.3111
1523,108931.3706
1524,124348.5951
1525,120036.2953
1526,120267.4601
1527,100543.5649
1528,122398.2795
1529,151565.9767
1530,166847.1408
1531,80656.17074
1532,104102.6537
1533,156355.6543
1534,118932.8325
1535,156866.566
1536,109762.7481
1537,70078.38231
1538,224727.557
1539,203814.2944
1540,74639.51896
1541,139579.7906
1542,141141.7906
1543,248716.8076
1544,74930.39071
1545,109399.3792
1546,130873.6395
1547,141206.5155
1548,135630.3345
1549,118925.2048
1550,148728.8231
1551,111424.0664
1552,126451.3336
1553,148869.118
1554,110733.2753
1555,175049.4364
1556,89174.18729
1557,99988.65625
1558,91259.11722
1559,80470.42621
1560,151424.4057
1561,131441.7975
1562,121614.4254
1563,124137.6147
1564,156765.4891
1565,144487.0129
1566,213952.7942
1567,72030.97298
1568,219524.6581
1569,155321.0642
1570,135347.7325
1571,116505.8796
1572,142912.3979
1573,236082.8036
1574,121368.1687
1575,214110.4375
1576,243728.0941
1577,213363.5079
1578,151419.7268
1579,149705.3477
1580,197768.454
1581,161545.7216
1582,129082.3643
1583,325863.6408
1584,232312.559
1585,141550.0691
1586,72127.92133
1587,102030.0225
1588,149113.4654
1589,90319.40804
1590,131197.1374
1591,91050.62628
1592,118036.0814
1593,128265.2689
1594,138051.9475
1595,112876.1294
1596,237021.8209
1597,189223.7606
1598,196556.7119
1599,189980.5798
1600,171321.5475
1601,72858.51982
1602,109598.192
1603,58701.20001
1604,272751.7338
1605,245353.8931
1606,164341.4459
1607,139640.5899
1608,202362.9468
1609,193712.2125
1610,166412.45
1611,143288.8571
1612,168566.7313
1613,158056.9228
1614,127115.7096
1615,88024.01779
1616,68629.48606
1617,91256.82391
1618,124316.5035
1619,135540.3784
1620,164659.4878
1621,129785.5652
1622,152323.7426
1623,290008.1052
1624,200784.8644
1625,123155.9135
1626,166207.4054
1627,199212.8406
1628,275427.088
1629,184579.9614
1630,393872.6502
1631,222374.518
1632,247977.9732
1633,171435.3993
1634,183832.7845
1635,182813.9669
1636,156586.408
1637,186837.2791
1638,188242.182
1639,183703.2124
1640,253920.4266
1641,184861.0293
1642,223066.211
1643,213491.1065
1644,223025.5051
1645,207211.5726
1646,160212.6995
1647,152587.9775
1648,135828.9708
1649,139554.159
1650,108676.8542
1651,121548.2732
1652,98962.75375
1653,100887.1407
1654,151425.3545
1655,148532.8585
1656,146785.8083
1657,151944.2729
1658,144260.4857
1659,132216.0665
1660,159306.1587
1661,449263.8922
1662,478669.0631
1663,391467.2818
1664,495069.5316
1665,320435.4957
1666,314307.0769
1667,386074.7929
1668,344496.7612
1669,299827.0959
1670,358676.6956
1671,241859.2886
1672,495490.4649
1673,282392.5198
1674,240875.9952
1675,189691.9042
1676,194666.3257
1677,227353.2201
1678,460008.3835
1679,379579.794
1680,345656.4959
1681,258021.1143
1682,272916.2177
1683,171493.2369
1684,162837.9841
1685,174026.8687
1686,170941.8001
1687,168449.2353
1688,182079.9705
1689,189065.5773
1690,180155.6094
1691,182101.909
1692,264399.7774
1693,169904.0582
1694,181134.8164
1695,169650.6881
1696,270670.7477
1697,179789.0306
1698,372105.8774
1699,337443.3634
1700,251436.1897
1701,251513.2853
1702,255250.5441
1703,251554.3352
1704,295573.6226
1705,238597.5168
1706,498966.5111
1707,217957.624
1708,215778.4866
1709,298458.4701
1710,225962.2227
1711,259687.1225
1712,257166.307
1713,261053.9603
1714,213364.1629
1715,209476.4874
1716,203191.0506
1717,175788.4952
1718,125309.1713
1719,182495.6903
1720,238065.0127
1721,169232.1421
1722,123599.1265
1723,151737.152
1724,220450.4124
1725,249017.6332
1726,193538.8662
1727,156702.4898
1728,182803.934
1729,168262.7762
1730,163880.7553
1731,130326.8704
1732,127321.5903
1733,117447.4587
1734,122331.0731
1735,135035.7255
1736,113745.1623
1737,340133.2189
1738,216989.4378
1739,276767.0655
1740,247616.9501
1741,202741.6086
1742,169815.033
1743,185149.9632
1744,323427.9375
1745,232032.0976
1746,216707.3681
1747,221371.1082
1748,235578.0093
1749,154365.5683
1750,128882.7558
1751,235872.4366
1752,121089.7811
1753,149752.4497
1754,208702.6968
1755,170330.1322
1756,135400.0799
1757,123052.8385
1758,144221.8478
1759,165762.5728
1760,166465.172
1761,145330.0832
1762,184732.4108
1763,177157.7605
1764,112959.291
1765,152382.1129
1766,173279.1744
1767,218956.1037
1768,144850.5357
1769,178140.0833
1770,151293.6146
1771,138383.9562
1772,137654.5394
1773,133261.1005
1774,129860.5696
1775,136728.866
1776,131182.6142
1777,118139.7285
1778,141079.8675
1779,116687.9632
1780,178986.6657
1781,129336.6674
1782,99499.99757
1783,138162.8929
1784,104208.3115
1785,131896.6939
1786,156753.1298
1787,171948.6045
1788,55565.90924
1789,102854.3807
1790,81601.43795
1791,191874.4741
1792,165530.8678
1793,134776.6778
1794,159417.0314
1795,133426.7152
1796,130490.7641
1797,101130.9937
1798,131312.1901
1799,118270.0235
1800,135556.7754
1801,126436.0153
1802,127844.3832
1803,146246.2867
1804,141997.1605
1805,134680.2467
1806,106079.9025
1807,140074.4284
1808,126320.8434
1809,119712.5752
1810,162389.0344
1811,106777.2622
1812,104853.6104
1813,124931.4269
1814,106618.171
1815,56728.06072
1816,97659.44942
1817,115184.282
1818,142536.715
1819,113823.1352
1820,41634.88069
1821,110729.1579
1822,151654.9146
1823,34088.23319
1824,135817.9856
1825,125982.6668
1826,106569.5073
1827,109243.5712
1828,147105.6081
1829,124599.0743
1830,155196.4744
1831,164330.2036
1832,83021.44667
1833,154558.8466
1834,112763.1008
1835,147166.1213
1836,128579.0654
1837,82409.85512
1838,122277.2234
1839,92161.75959
1840,177551.5964
1841,131838.0484
1842,72606.34397
1843,138081.1645
1844,140189.4353
1845,128839.0422
1846,157707.1069
1847,174760.0994
1848,54489.93956
1849,116346.904
1850,119641.6557
1851,159802.6337
1852,122107.2645
1853,124663.6671
1854,166218.3137
1855,136839.2012
1856,208610.9528
1857,132345.7252
1858,143560.7514
1859,118809.3567
1860,159835.1047
1861,119680.6144
1862,322850.9815
1863,323731.9478
1864,323731.9478
1865,326588.0288
1866,341578.5643
1867,245710.9355
1868,310104.7133
1869,210107.0351
1870,224181.9125
1871,249180.2769
1872,178299.0277
1873,219310.6532
1874,154715.0997
1875,202612.2502
1876,202930.2742
1877,215082.7045
1878,203737.2083
1879,133658.8833
1880,139783.3365
1881,218612.5015
1882,242130.9808
1883,195016.9452
1884,209237.8131
1885,249385.0718
1886,298931.6635
1887,206258.0869
1888,278517.0536
1889,167095.0382
1890,129310.2276
1891,143194.9735
1892,106622.4724
1893,130372.5797
1894,131237.3407
1895,136832.8014
1896,133183.6021
1897,122490.2989
1898,104754.2795
1899,154430.0588
1900,155949.9075
1901,170009.3669
1902,135371.6059
1903,232958.6388
1904,139946.8184
1905,191054.1043
1906,184166.5615
1907,197412.0169
1908,114992.7351
1909,131187.5708
1910,124690.3079
1911,200028.4958
1912,316659.327
1913,148620.294
1914,47090.21883
1915,333094.1358
1916,74299.73818
1917,268334.2958
1918,138056.6343
1919,158921.4312
1920,147574.909
1921,431058.2498
1922,323647.8944
1923,229919.3521
1924,200582.2261
1925,217927.5803
1926,407161.9798
1927,129297.2388
1928,158003.6165
1929,127415.3156
1930,137204.8125
1931,135338.5479
1932,129394.6125
1933,192934.7641
1934,185966.1306
1935,177161.5435
1936,192307.0389
1937,186737.2288
1938,175744.2144
1939,237381.8452
1940,176045.3242
1941,175875.0051
1942,187639.7321
1943,199413.1308
1944,342574.2014
1945,401377.9524
1946,138150.8937
1947,326834.3217
1948,190924.6755
1949,239169.6991
1950,176635.9652
1951,257513.1153
1952,209290.5725
1953,174735.4894
1954,188553.1416
1955,137221.2471
1956,281057.5744
1957,162037.6295
1958,299983.8433
1959,141399.6676
1960,118831.946
1961,123483.1807
1962,97645.32631
1963,107336.7654
1964,108864.1441
1965,146365.6569
1966,141741.4566
1967,284979.1579
1968,436897.3441
1969,404594.9018
1970,447158.7579
1971,466408.6705
1972,393077.7732
1973,251134.5426
1974,331877.3303
1975,504919.0952
1976,262923.7186
1977,348343.5581
1978,394222.8825
1979,325516.9387
1980,197556.9727
1981,359968.9216
1982,242826.085
1983,215161.9482
1984,155623.3204
1985,219060.9998
1986,210375.1763
1987,165833.4593
1988,179587.6972
1989,192461.2554
1990,217908.4662
1991,258847.3211
1992,221498.4133
1993,156732.2577
1994,232477.1519
1995,182464.3407
1996,235435.9137
1997,318878.5321
1998,373545.1678
1999,259198.7136
2000,302350.2414
2001,256677.9289
2002,233485.3132
2003,251940.9803
2004,288190.4591
2005,224033.4086
2006,240672.4753
2007,240366.6265
2008,229641.5597
2009,197977.9291
2010,185470.2124
2011,137356.7788
2012,181749.6951
2013,186580.5343
2014,183616.4399
2015,199258.1697
2016,196750.9044
2017,201461.7466
2018,117006.1069
2019,136239.9097
2020,113470.5319
2021,106696.945
2022,176601.8044
2023,141360.8833
2024,248533.4541
2025,346229.0746
2026,177601.7754
2027,158709.491
2028,148879.2976
2029,175497.7291
2030,286063.9428
2031,244321.5237
2032,279649.2806
2033,272187.3247
2034,161424.4951
2035,215754.4387
2036,184299.0894
2037,193379.9096
2038,307041.2762
2039,221105.3511
2040,335293.3636
2041,291261.8105
2042,204924.4354
2043,170757.9256
2044,164725.1319
2045,211098.8638
2046,140192.2892
2047,148312.5197
2048,136003.3621
2049,140230.0959
2050,176685.3503
2051,120960.749
2052,128888.779
2053,148426.9637
2054,78169.20932
2055,159929.8395
2056,145913.8457
2057,117129.7307
2058,230623.0709
2059,134562.2189
2060,168652.257
2061,176071.2463
2062,133911.0426
2063,108543.0882
2064,144340.2062
2065,129174.5411
2066,171910.1025
2067,119073.598
2068,87649.36849
2069,89261.84639
2070,116882.947
2071,93051.50356
2072,101634.2332
2073,136810.174
2074,184611.5048
2075,148789.5785
2076,123289.3447
2077,164073.139
2078,132720.5729
2079,125510.7251
2080,112270.3512
2081,114959.4477
2082,124124.9675
2083,143294.9635
2084,109208.2735
2085,124239.7207
2086,126016.2274
2087,116178.4815
2088,96683.64053
2089,74541.48203
2090,129875.8047
2091,133069.6286
2092,124526.2467
2093,137625.019
2094,113563.3244
2095,158100.1815
2096,83468.49292
2097,87156.97871
2098,149857.9974
2099,59264.50702
2100,77448.21421
2101,123781.3133
2102,129378.18
2103,98301.12827
2104,122779.1854
2105,115494.6295
2106,73634.43373
2107,230587.4227
2108,115733.7861
2109,111326.9092
2110,126020.6204
2111,151039.3632
2112,137377.5046
2113,120798.2836
2114,101863.9363
2115,155988.542
2116,120387.5742
2117,143023.0667
2118,127028.0874
2119,100864.2427
2120,115126.5169
2121,105641.2755
2122,102512.9628
2123,87019.27453
2124,175560.6143
2125,115964.1669
2126,146469.2569
2127,165677.8653
2128,126696.1944
2129,101152.0923
2130,145396.5885
2131,145412.5153
2132,122669.7207
2133,127835.8063
2134,122736.7037
2135,89794.0074
2136,77744.07839
2137,120410.4392
2138,135628.6887
2139,157309.8161
2140,144827.0898
2141,137722.677
2142,128817.5849
2143,146734.9742
2144,110344.5458
2145,135612.1833
2146,178391.1924
2147,124547.2451
2148,130974.2753
2149,149862.7776
2150,211487.1488
2151,113692.0679
2152,168746.6032
2153,184128.9402
2154,114179.6557
2155,133034.1375
2156,257122.1684
2157,221856.8438
2158,238807.2857
2159,207561.5431
2160,159691.4497
2161,239078.7591
2162,409547.1151
2163,355767.8844
2164,242821.4518
2165,187890.1978
2166,160777.2147
2167,220129.5887
2168,213129.4208
2169,198846.7044
2170,225102.2362
2171,156808.8759
2172,139056.4649
2173,163498.0704
2174,225094.1571
2175,309332.7056
2176,315830.8764
2177,234709.6183
2178,204287.5838
2179,136613.2804
2180,195136.0505
2181,186086.7054
2182,227774.1853
2183,191019.8424
2184,122311.3987
2185,123554.9854
2186,145361.7375
2187,150330.6108
2188,158053.3477
2189,200747.0342
2190,86237.5602
2191,63653.70951
2192,100879.1563
2193,107226.53
2194,106351.8812
